"no_emp","birth_date","first_name","last_name","gender","hire_date","job_title"
108012,"1959-10-19","Sajjad","Mahmud","F","1998-07-28","Assistant Engineer"
108045,"1954-10-01","Ranga","Sinicrope","M","1998-03-06","Staff"
108068,"1956-11-27","Reinhard","Laurillard","F","1998-08-19","Engineer"
108154,"1956-01-28","Baruch","Duclos","M","1998-08-19","Staff"
108187,"1955-12-03","Martina","Hennings","M","1998-12-15","Engineer"
108201,"1955-04-14","Mariangiola","Boreale","M","2000-01-01","Senior Engineer"
108204,"1954-07-22","Ibibia","Penz","M","1998-06-07","Engineer"
108388,"1963-04-22","Adil","Felder","F","1998-07-30","Technique Leader"
108425,"1961-04-24","Vishwani","Muchinsky","F","1998-02-28","Senior Engineer"
108443,"1952-08-01","Lenore","Polajnar","F","1999-07-25","Staff"
108510,"1959-06-23","Ingemar","Unni","F","1998-01-02","Senior Staff"
108577,"1958-07-29","Utpal","Sherertz","M","1998-05-11","Assistant Engineer"
108611,"1963-08-03","Goh","Dymetman","M","1999-03-28","Senior Engineer"
108618,"1956-01-05","Nathan","Birnbaum","M","1998-10-29","Senior Engineer"
108645,"1958-05-31","Chuanyi","Whittlesey","F","1998-06-25","Engineer"
108665,"1954-01-22","Heeju","Parascandalo","M","1999-06-08","Technique Leader"
108666,"1957-09-30","Gino","Spinelli","F","1998-06-24","Staff"
108697,"1963-05-28","Quingbo","Kambil","M","1999-10-30","Technique Leader"
108895,"1959-06-30","Basim","Collavizza","M","1998-11-12","Staff"
108934,"1958-10-05","Alassane","Stemann","M","1998-11-14","Engineer"
108961,"1962-11-13","Jianhua","Piveteau","F","1999-01-02","Staff"
109022,"1959-12-04","Fumino","Akiyama","M","1998-11-14","Engineer"
109138,"1953-01-04","Theron","Fujisawa","F","1998-08-07","Staff"
109143,"1964-01-27","Tianruo","Morrow","F","1998-10-31","Engineer"
109162,"1963-07-02","Munehiro","Schonegge","F","1998-02-24","Technique Leader"
109299,"1960-04-18","Vasiliy","Baca","M","1998-06-29","Senior Staff"
109364,"1960-09-02","Kerhong","Dalton","M","1998-02-18","Senior Staff"
109371,"1952-12-06","Gunilla","Penz","M","1998-04-24","Engineer"
109402,"1952-03-12","Martijn","Roisin","F","1998-08-12","Engineer"
109437,"1958-03-18","Douadi","Potthoff","F","1998-10-06","Staff"
109445,"1955-01-04","Kazunori","Wendorf","F","1998-12-27","Staff"
109458,"1957-05-02","Kamran","Matzen","M","1998-08-23","Staff"
109459,"1962-07-10","Adas","Soloway","M","1998-11-07","Staff"
109482,"1964-12-28","Herb","Koblick","F","1998-09-30","Engineer"
109633,"1963-02-23","Zhaofang","Vendrig","F","1998-05-02","Engineer"
109673,"1954-05-17","Gian","Mapelli","M","1999-04-20","Engineer"
109715,"1954-05-23","Subhash","Miyakawa","M","1998-06-18","Staff"
109736,"1955-11-01","Rasiah","Schach","F","1998-06-22","Technique Leader"
109779,"1953-04-06","Soenke","Stamatiou","M","1998-08-28","Staff"
109877,"1959-07-19","Shigehiro","Anido","F","1998-04-13","Senior Engineer"
109889,"1952-04-16","Aiichiro","Lyonns","F","1998-02-01","Engineer"
200007,"1957-09-11","Danae","Rouquie","F","1998-04-21","Senior Engineer"
200067,"1960-11-14","Kerhong","Narahara","M","1998-05-18","Engineer"
200103,"1953-02-09","Debaprosad","Baby","F","1998-02-23","Engineer"
200154,"1960-03-07","Kazuhisa","Schwabacher","M","1999-03-03","Engineer"
200159,"1954-06-30","Deborah","Zaiane","M","1998-04-10","Staff"
200273,"1958-01-27","Basil","Manders","M","1998-07-01","Engineer"
200412,"1958-06-13","Kazuhisa","Maksimenko","F","1998-08-08","Senior Engineer"
200436,"1959-03-03","Douadi","Rusterholz","M","1999-01-20","Engineer"
200477,"1955-04-08","Weidon","Mahnke","M","1999-07-27","Engineer"
200606,"1960-07-29","Masaki","Yoshizawa","M","1998-10-01","Engineer"
200670,"1961-04-02","Claudi","Shobatake","F","1998-07-08","Engineer"
200701,"1956-09-16","Arfst","Vakili","M","1998-05-17","Assistant Engineer"
200723,"1956-02-18","Honesty","Paludetto","F","1999-08-16","Engineer"
200725,"1952-11-28","Nikolaos","Buchter","M","1998-04-29","Engineer"
200732,"1959-06-09","Arto","McClure","M","1998-07-19","Staff"
200738,"1955-09-30","Mads","Bach","M","1999-09-08","Senior Engineer"
200746,"1954-01-07","Tremaine","Lorho","M","1998-05-12","Staff"
200748,"1961-12-14","Yifei","Schaad","M","1998-01-30","Staff"
200860,"1955-09-11","Gino","Brickell","F","1999-04-17","Staff"
201016,"1963-04-10","Horward","Domenig","F","1998-01-31","Staff"
201075,"1954-05-02","Szabolcs","Rousseau","F","1998-08-25","Staff"
201123,"1954-11-18","Baoqiu","Choobineh","M","1998-04-21","Staff"
201131,"1955-09-30","Shalesh","Erie","M","1998-05-26","Engineer"
201197,"1962-07-12","Yongmao","Eugenio","M","1998-09-28","Engineer"
201236,"1958-11-06","Ebbe","Bennis","M","1998-03-02","Engineer"
201271,"1963-12-24","Huai","Lanphier","M","1998-08-01","Senior Staff"
201292,"1962-01-08","Doohun","Noriega","F","1998-03-24","Technique Leader"
201297,"1954-04-29","Chaosheng","Hennebert","F","1999-02-20","Staff"
201337,"1961-06-06","Constantijn","Bennis","M","1998-01-04","Staff"
201399,"1953-01-03","Khosrow","Kropatsch","F","1998-01-04","Engineer"
201452,"1959-04-19","Karsten","Alpin","M","1998-02-19","Engineer"
201562,"1957-11-06","Aleksander","Borovoy","M","1999-01-18","Senior Staff"
201605,"1959-06-07","Yannik","Peron","F","1999-05-02","Engineer"
201623,"1964-08-19","Noritoshi","Krybus","F","1999-04-06","Staff"
201667,"1957-02-03","Chaosheng","Wielonsky","F","1998-02-23","Staff"
201689,"1963-08-15","Shay","Merey","F","1999-08-23","Engineer"
201702,"1964-01-07","Teruyuki","Doering","M","1998-10-19","Staff"
201719,"1959-02-09","Yonghong","Pappas","M","1999-03-24","Staff"
201741,"1956-04-30","Martina","Bach","M","1999-02-03","Engineer"
201780,"1952-05-05","Franziska","Pardalos","M","1998-10-08","Staff"
201805,"1957-09-05","Somnath","Montemayor","F","1999-01-15","Senior Engineer"
201866,"1964-11-21","Leandro","Rando","M","1998-06-18","Engineer"
201945,"1960-07-20","Khoa","Liedekerke","M","1998-10-29","Engineer"
201978,"1959-08-23","Ronnie","Zallocco","M","1998-03-16","Staff"
202026,"1953-05-31","Maria","Peternell","M","1999-01-08","Senior Staff"
202049,"1957-04-18","Jiann","Itzigehl","M","1998-06-03","Staff"
202076,"1954-07-23","Zeljko","Frolund","F","1998-05-01","Senior Engineer"
202093,"1955-12-04","Filipp","Bellone","M","1998-02-01","Staff"
202156,"1952-10-29","Arunas","Rathonyi","F","1998-02-06","Assistant Engineer"
202221,"1964-01-11","Shridhar","Mattern","F","1998-04-18","Senior Staff"
202354,"1956-04-15","Jeong","Siochi","M","1998-01-15","Senior Staff"
202378,"1955-08-25","Sadun","Tanemo","M","1998-03-18","Engineer"
202491,"1953-01-31","Kristian","Mamelak","F","1999-08-01","Staff"
202501,"1962-07-22","Sajjad","Chinin","F","1999-08-02","Staff"
202563,"1959-08-16","Joydip","Peha","M","1998-11-01","Engineer"
202588,"1954-10-27","Ranan","Matzke","F","1998-09-11","Staff"
202596,"1956-07-01","Somnath","Kenevan","F","1998-11-26","Staff"
202635,"1955-05-19","Yongmao","Gulla","M","1999-07-17","Senior Engineer"
202678,"1955-07-28","Ziya","Rousseau","F","1998-09-08","Assistant Engineer"
202819,"1957-09-04","Ottavia","Atrawala","F","1998-11-19","Staff"
202822,"1962-06-09","Marl","Perry","M","1998-04-17","Engineer"
202832,"1960-10-31","Anwar","Antonisse","M","1998-07-28","Senior Engineer"
202939,"1958-08-31","Youssef","Itschner","M","1998-08-18","Staff"
203127,"1956-09-14","Mats","Gils","M","1998-06-21","Staff"
203201,"1964-04-23","Sudharsan","Christ","M","1998-12-05","Staff"
203220,"1963-07-30","Moon","Tomescu","M","1998-03-18","Senior Engineer"
203241,"1953-04-09","Venkatesan","Cools","M","1998-02-05","Senior Engineer"
203299,"1952-07-14","Girolamo","Binkley","F","1999-01-31","Staff"
203423,"1953-01-09","Mori","Kading","M","1998-02-06","Engineer"
203435,"1956-01-30","Gal","Validov","M","1998-06-09","Senior Staff"
203475,"1957-05-26","Sivanarayana","Schaap","M","1998-02-26","Senior Engineer"
203594,"1954-01-31","Mariangiola","Alvarado","F","1998-07-29","Senior Engineer"
203702,"1954-11-14","Abdulla","Glowinski","M","1999-05-21","Staff"
203745,"1958-10-17","Dinkar","Foote","M","1998-06-03","Staff"
203757,"1962-11-15","Licheng","Perin","F","1999-04-28","Engineer"
203800,"1953-10-05","Krassimir","Schreiter","F","1998-07-02","Engineer"
203890,"1958-04-15","Jinpo","Chenoweth","M","1998-08-20","Engineer"
203921,"1960-08-09","Moss","Cummings","F","1998-10-06","Staff"
203971,"1953-09-28","Gou","Ponthieu","M","1998-04-04","Engineer"
204073,"1954-04-03","Srinidhi","Zongker","M","1998-04-14","Staff"
204118,"1963-04-05","Ennio","Loncour","M","1998-08-21","Senior Engineer"
204238,"1963-10-27","Xumin","Ginesta","F","1998-01-19","Staff"
204250,"1957-04-28","Zita","Grabner","M","1998-10-04","Staff"
204394,"1962-12-25","Sachar","Ghalwash","F","1998-12-21","Engineer"
204438,"1964-10-20","Souichi","Gaughan","F","1998-04-28","Engineer"
204467,"1958-02-19","Stepehn","Rikino","M","1998-02-22","Technique Leader"
204468,"1964-04-19","Odinaldo","Wielonsky","M","1998-04-09","Staff"
204490,"1963-01-29","Otmar","Litvinov","M","1998-01-05","Senior Engineer"
204550,"1955-12-07","Mari","Anick","F","1998-02-24","Staff"
204596,"1960-03-16","Jiafu","Varman","M","1998-01-26","Staff"
204700,"1958-07-27","Charlene","Sridhar","M","1998-09-04","Senior Engineer"
204738,"1953-10-20","Taegyun","Matzov","F","1998-12-11","Engineer"
204761,"1957-08-12","Mooi","Brookman","M","1998-04-11","Engineer"
204790,"1954-08-31","Marla","Copas","M","1999-06-28","Staff"
204857,"1955-04-02","Lidong","Matzke","M","1998-01-28","Technique Leader"
204873,"1961-02-12","Uno","Kambil","M","1998-06-11","Engineer"
204879,"1962-04-25","Waiman","Hanratty","M","1998-01-31","Technique Leader"
204929,"1964-04-24","Reuven","Hennebert","F","1999-07-30","Engineer"
204931,"1961-04-11","Cordelia","Diderrich","M","1999-06-12","Engineer"
205023,"1956-08-08","Pintsang","Pelc","M","1999-03-19","Senior Engineer"
205048,"1960-09-12","Ennio","Alblas","F","2000-01-06","Senior Staff"
205099,"1956-12-27","Aloys","Feinberg","M","1998-12-03","Senior Engineer"
205132,"1952-07-01","Adhemar","Demian","M","1998-05-02","Senior Engineer"
205141,"1963-12-09","Ashish","Wallrath","M","1998-02-04","Staff"
205186,"1962-07-11","Salvador","Wielonsky","F","1998-02-09","Engineer"
205281,"1954-10-04","Menkae","Kalefeld","M","1998-01-07","Engineer"
205387,"1961-05-11","Jinpo","Pezzoli","M","1999-09-10","Staff"
205393,"1955-09-23","Mandell","Shobatake","F","1999-03-27","Engineer"
205474,"1953-02-15","Bedir","Piveteau","M","1998-09-18","Engineer"
205488,"1953-01-19","Vugranam","Billingsley","M","1998-03-17","Staff"
205527,"1961-04-12","Bowen","Deverell","M","1998-11-30","Engineer"
205685,"1960-10-19","Shunichi","Schmezko","M","1999-02-25","Senior Staff"
205688,"1953-09-20","Sanjoy","Sambasivam","M","1999-04-01","Engineer"
205701,"1963-11-17","Manohar","Nanard","M","1998-06-08","Staff"
205801,"1957-03-02","Slavian","Snyers","F","1998-06-03","Staff"
205807,"1958-12-21","Heon","Acton","M","1998-03-13","Staff"
205884,"1961-06-15","Odoardo","Cichocki","F","1998-11-27","Engineer"
205927,"1955-08-29","Sudhanshu","Zykh","F","1999-10-15","Staff"
205933,"1955-09-14","Kasidit","Chinin","F","1998-05-31","Staff"
205946,"1955-05-01","Nectarios","Makinen","F","1999-09-18","Staff"
205967,"1958-12-19","Dante","Rahimi","F","1998-03-12","Technique Leader"
206265,"1956-11-08","Constantino","Pileggi","M","1999-02-08","Senior Staff"
206348,"1958-10-10","Valeri","Buchter","F","1998-08-23","Staff"
206375,"1959-03-25","Sanjeeva","Chandrasekhar","F","1998-04-07","Senior Engineer"
206393,"1963-02-08","Minghong","Wegerle","M","1998-11-01","Senior Engineer"
206431,"1958-10-17","Khatoun","Usery","F","1998-12-05","Engineer"
206542,"1959-09-17","Make","Vural","M","1998-08-27","Staff"
206569,"1960-04-23","Toshiki","Uludag","M","1998-08-05","Engineer"
206585,"1956-07-11","Berry","Dusink","M","1999-03-14","Engineer"
206613,"1954-09-01","Rosine","Yurov","M","1998-09-10","Staff"
206693,"1963-09-07","Kensei","Koyama","M","1999-01-13","Senior Engineer"
206696,"1964-06-15","Takahiro","Wrigley","M","1998-03-03","Senior Staff"
206722,"1956-05-22","Oksana","Alameldin","M","1999-02-22","Senior Engineer"
206739,"1952-07-26","Gennadi","Dusink","M","1999-03-06","Engineer"
206751,"1958-07-28","Boguslaw","Servieres","M","1998-01-30","Senior Engineer"
206755,"1959-12-28","Ung","Rabejac","F","1998-12-16","Engineer"
206773,"1956-08-17","Rayond","Mukaidono","M","1999-06-20","Senior Engineer"
206839,"1964-10-18","Shirish","Schmittgen","M","1999-09-25","Staff"
206869,"1957-08-03","Atreye","Prochazka","M","1998-05-01","Engineer"
206877,"1959-02-24","Stamatina","Yetto","F","1999-08-30","Engineer"
206937,"1963-10-10","Charlene","Porenta","M","1998-01-22","Senior Staff"
206973,"1963-05-10","Nikolaus","Moffat","M","1998-08-01","Technique Leader"
206975,"1956-10-31","Turgut","Backhouse","M","1998-06-09","Staff"
206978,"1962-03-16","Marsja","Eastman","M","1998-04-07","Engineer"
207153,"1953-05-22","Itzchak","Speer","M","1998-06-19","Staff"
207171,"1964-03-05","Chirstian","Neimat","F","1998-04-29","Staff"
207206,"1963-01-17","Raimond","Marletta","F","1998-04-21","Technique Leader"
207220,"1958-12-01","Adib","Simkin","M","1999-04-21","Technique Leader"
207282,"1954-09-28","Sanjoy","Macedo","F","1998-11-13","Engineer"
207402,"1957-06-09","Hairong","Lemarechal","F","1999-05-03","Senior Staff"
207488,"1963-01-13","Remco","Peternell","F","1999-01-08","Senior Engineer"
207543,"1958-01-25","Margo","Roison","M","1998-08-09","Engineer"
207805,"1960-08-04","Mads","Siegrist","F","1998-06-05","Senior Staff"
207852,"1952-08-02","Saniya","Valiente","M","1998-11-08","Engineer"
207857,"1957-04-23","Vincent","Krogh","M","1998-10-04","Assistant Engineer"
207863,"1958-01-08","Aksel","Baaz","F","1999-02-24","Engineer"
207918,"1960-12-21","Chuanti","Lores","M","1999-01-09","Senior Staff"
208090,"1963-01-05","Shen","Luca","F","1998-07-22","Engineer"
208225,"1952-08-24","Jasminko","Marrevee","M","1998-12-15","Assistant Engineer"
208242,"1961-04-20","Brewster","Schicker","F","1998-02-16","Senior Engineer"
208336,"1952-03-05","Ranga","Ibel","F","1998-06-05","Staff"
208363,"1958-06-02","Chiranjit","Maccarone","F","1998-04-19","Senior Staff"
208464,"1955-01-03","Sanjeeva","Narahara","M","1998-01-05","Staff"
208608,"1957-03-19","Gilbert","Werthner","F","1998-03-30","Staff"
208609,"1964-09-14","Tokuyasu","Schreiter","M","1998-02-11","Engineer"
208774,"1961-03-25","Sastry","Weiland","M","1998-02-28","Staff"
208911,"1952-11-15","Tsvetan","Ghandeharizadeh","F","1999-02-23","Engineer"
208970,"1958-05-09","Mrinalini","Falck","M","1998-10-13","Staff"
208993,"1959-07-20","Masami","Range","F","1998-02-10","Senior Staff"
208999,"1952-12-04","Piyawadee","Rodiger","M","1999-11-20","Staff"
209037,"1953-03-08","Boalin","Veccia","M","1998-05-22","Assistant Engineer"
209084,"1955-07-29","Tsvetan","Falco","M","1998-02-13","Staff"
209123,"1958-04-02","Aluzio","Vural","M","1999-02-26","Assistant Engineer"
209131,"1961-11-14","Kellyn","Hennings","F","1998-01-27","Engineer"
209231,"1961-04-10","Valeska","Penz","M","1998-02-20","Engineer"
209422,"1964-07-28","Reinhard","Gischer","M","1999-01-12","Engineer"
209466,"1954-06-28","Shaowei","Mandell","M","1998-06-30","Engineer"
209479,"1964-01-29","Frazer","Haumacher","M","1998-07-23","Staff"
209485,"1957-12-31","Deborah","Janocha","M","1998-04-13","Technique Leader"
209520,"1953-03-25","Makato","Gronowski","M","1999-02-18","Senior Staff"
209527,"1962-09-26","Sashi","Danlos","M","1998-01-30","Staff"
209538,"1963-09-07","Munehiko","Sherertz","M","1998-08-26","Staff"
209578,"1958-09-07","Genevieve","Matteis","M","1998-01-17","Engineer"
209604,"1954-03-15","Samphel","Shrader","F","1998-04-19","Staff"
209624,"1953-07-31","Mohammad","Cyne","M","1998-11-22","Staff"
209646,"1961-12-23","Nagui","Sadowsky","F","1998-03-18","Senior Staff"
209695,"1963-10-11","Masami","Fordan","M","1999-01-29","Senior Engineer"
209705,"1956-01-26","Vidya","Templeman","F","1998-10-05","Senior Staff"
210036,"1961-03-16","Uzi","Kumaresan","F","1998-01-29","Assistant Engineer"
210072,"1959-12-10","Shuji","Granlund","M","1999-04-05","Senior Engineer"
210074,"1963-12-27","Xiaobin","Schmittgen","F","1998-09-13","Staff"
210132,"1952-08-07","Baocai","Schiettecatte","M","1998-07-05","Senior Staff"
210264,"1956-03-16","Aral","Wursthorn","M","1998-06-28","Engineer"
210279,"1952-08-18","Iara","Auria","F","1998-09-11","Staff"
210299,"1963-02-23","Fan","Rubsam","M","1998-04-05","Engineer"
210496,"1954-12-07","Abdelwaheb","Karunanithi","F","1998-11-02","Staff"
210521,"1960-02-29","Tiina","Validov","M","1998-01-19","Staff"
210535,"1959-06-07","Kazuhiko","Driscoll","M","1999-05-10","Engineer"
210551,"1953-01-01","Marc","Lukaszewicz","M","1998-03-14","Engineer"
210560,"1953-02-21","Leah","Yoshizawa","F","1999-06-18","Staff"
210658,"1957-01-13","Masasuke","Azulay","M","1998-01-21","Staff"
210699,"1955-07-21","Hiroyasu","Kragelund","M","1999-10-26","Senior Staff"
210768,"1961-12-09","Shunichi","Simmel","F","1998-02-02","Engineer"
210797,"1955-04-06","Sastry","Orsini","M","1998-08-09","Staff"
210820,"1960-04-04","Woody","Syang","M","1998-02-26","Engineer"
210831,"1953-06-02","Freyja","Lenart","M","1998-09-24","Assistant Engineer"
210880,"1956-08-04","Gaetan","Alpin","M","1998-12-26","Senior Engineer"
210883,"1955-12-17","Miquel","Kropf","M","1998-05-29","Staff"
210957,"1964-11-25","Pintsang","Esposito","M","1998-09-06","Senior Staff"
210970,"1961-03-28","Heon","Bottner","M","1998-10-12","Engineer"
211023,"1959-09-15","Kwun","Plump","F","1998-06-01","Staff"
211058,"1957-11-02","Rosita","Suri","F","1998-03-15","Senior Staff"
211066,"1959-09-22","Lidong","Matzov","F","1998-11-09","Staff"
211083,"1963-05-20","Danae","Jording","M","1999-06-01","Engineer"
211086,"1962-09-18","Wonhee","Simmel","M","1998-04-30","Engineer"
211201,"1954-11-02","Doohun","Munro","M","1998-02-25","Engineer"
211221,"1952-03-05","Piyush","Shackel","M","1998-01-10","Engineer"
211231,"1957-05-21","Leon","Stafford","M","1999-01-19","Senior Engineer"
211260,"1961-12-12","Masadi","Chepyzhov","F","1998-10-24","Staff"
211320,"1952-08-18","Ayonca","Middleton","F","1998-11-13","Staff"
211324,"1959-08-25","Mads","Hofting","F","1999-04-11","Engineer"
211348,"1962-08-29","Kwangjo","Klassen","F","1998-05-31","Assistant Engineer"
211404,"1964-05-09","Phuoc","Imataki","M","1998-05-20","Senior Engineer"
211557,"1961-01-03","Gen","Makrucki","F","1999-10-12","Engineer"
211699,"1957-08-04","Barun","Vendrig","M","1998-04-13","Staff"
211731,"1959-01-07","Peternela","Karcich","F","1998-10-04","Staff"
211819,"1954-12-07","Maik","Rosin","M","1998-07-25","Senior Engineer"
211828,"1957-01-29","Gian","Tsukune","M","1998-10-14","Staff"
211831,"1953-06-02","Kensyu","Rahier","M","1998-12-27","Staff"
211839,"1960-11-30","Hongzue","Ghemri","M","1998-12-20","Staff"
211928,"1955-11-23","Abdelwaheb","Kopetz","M","1999-08-14","Staff"
211982,"1964-05-23","Aruna","Turnbull","F","1998-08-19","Engineer"
211986,"1963-04-26","Giap","Rothe","F","1998-10-02","Staff"
212013,"1957-06-29","Gil","Azulay","M","1998-08-06","Engineer"
212079,"1956-02-01","Xudong","Waymire","M","1998-01-05","Engineer"
212089,"1959-05-31","IEEE","Denos","M","1998-05-21","Staff"
212285,"1957-11-11","Kazuyasu","Badr","M","1998-04-25","Staff"
212467,"1956-12-05","Shuky","Peroz","M","1999-01-10","Staff"
212480,"1956-09-27","Pascal","Nitta","M","1999-04-10","Senior Engineer"
212511,"1964-12-09","Abdulah","Vidya","F","1998-09-03","Senior Engineer"
212525,"1960-12-25","Gift","Ariola","F","1998-07-12","Engineer"
212572,"1960-12-27","Koichi","Ibel","F","1998-06-13","Engineer"
212577,"1961-12-09","Luisa","Heinisuo","M","1999-02-19","Engineer"
212578,"1962-11-18","Fai","Hennings","M","1999-02-17","Engineer"
212601,"1959-05-27","Danil","Basawa","M","1998-04-23","Engineer"
212616,"1956-08-09","Kazuhisa","Smeets","M","1998-07-19","Senior Staff"
212656,"1957-12-20","Tremaine","Luck","M","1999-01-17","Staff"
212682,"1964-03-04","Hyuncheol","Roohalamini","M","1998-01-12","Staff"
